bodyId,instance,type,pre,post,downstream,upstream,size,status,statusLabel,somaLocation,roiInfo,locationType,serialMotif,celltypePredictedNtConfidence,totalNtPredictions,subclass,synweight,mancType,somaSide,superclass,birthtime,receptorType,entryNerve,rootSide,assignedOlHex2,fruDsx,celltypeTotalNtPredictions,matchingNotes,mancGroup,mancBodyid,tosomaLocation,assignedOlHex1,synonyms,celltypePredictedNt,class,somaNeuromere,hemibrainType,predictedNt,group,flywireType,dimorphism,consensusNt,mancSerial,exitNerve,trumanHl,supertype,mcnsSerial,itoleeHl,predictedNtConfidence,vfbId,inputRois,outputRois
10360,DNa02_R,DNa02,3086,24830,23488,24830,15625110542,Traced,Prelim Roughly traced,"[33699, 18906, 15758]","{'ANm': {'post': 9, 'pre': 33, 'downstream': 220, 'upstream': 9, 'synweight': 229}, 'CRE(-ROB)(-RUB)(R)': {'post': 11, 'upstream': 11, 'synweight': 11}, 'CRE(R)': {'post': 11, 'upstream': 11, 'synweight': 11}, 'CV': {'post': 74, 'pre': 10, 'downstream': 45, 'upstream': 74, 'synweight': 119}, 'CV-unspecified': {'post': 74, 'pre': 10, 'downstream': 45, 'upstream': 74, 'synweight': 119}, 'CentralBrain': {'post': 24074, 'pre': 821, 'downstream': 6335, 'upstream': 24074, 'synweight': 30409}, 'CentralBrain-unspecified': {'post': 334, 'pre': 39, 'downstream': 103, 'upstream': 334, 'synweight': 437}, 'EPA(R)': {'post': 1279, 'pre': 10, 'downstream': 97, 'upstream': 1279, 'synweight': 1376}, 'GNG': {'post': 1461, 'pre': 313, 'downstream': 2604, 'upstream': 1461, 'synweight': 4065}, 'GOR(R)': {'post': 262, 'pre': 2, 'downstream': 4, 'upstream': 262, 'synweight': 266}, 'HTct(UTct-T3)(R)': {'post': 50, 'pre': 148, 'downstream': 977, 'upstream': 50, 'synweight': 1027}, 'ICL(R)': {'post': 189, 'upstream': 189, 'synweight': 189}, 'INP': {'post': 213, 'upstream': 213, 'synweight': 213}, 'IPS(R)': {'post': 3141, 'pre': 418, 'downstream': 3418, 'upstream': 3141, 'synweight': 6559}, 'IntTct': {'post': 33, 'pre': 129, 'downstream': 882, 'upstream': 33, 'synweight': 915}, 'LAL(-GA)(R)': {'post': 8456, 'pre': 24, 'downstream': 64, 'upstream': 8456, 'synweight': 8520}, 'LAL(R)': {'post': 8456, 'pre': 24, 'downstream': 64, 'upstream': 8456, 'synweight': 8520}, 'LX(R)': {'post': 8456, 'pre': 24, 'downstream': 64, 'upstream': 8456, 'synweight': 8520}, 'LegNp(T1)(R)': {'post': 257, 'pre': 818, 'downstream': 6482, 'upstream': 257, 'synweight': 6739}, 'LegNp(T2)(R)': {'post': 176, 'pre': 495, 'downstream': 3766, 'upstream': 176, 'synweight': 3942}, 'LegNp(T3)(R)': {'post': 126, 'pre': 517, 'downstream': 4064, 'upstream': 126, 'synweight': 4190}, 'NTct(UTct-T1)(R)': {'post': 19, 'pre': 93, 'downstream': 609, 'upstream': 19, 'synweight': 628}, 'PENP': {'post': 1, 'upstream': 1, 'synweight': 1}, 'PLP(R)': {'post': 890, 'pre': 1, 'downstream': 5, 'upstream': 890, 'synweight': 895}, 'PVLP(R)': {'post': 317, 'upstream': 317, 'synweight': 317}, 'SAD': {'post': 1, 'upstream': 1, 'synweight': 1}, 'SAD(-AMMC)': {'post': 1, 'upstream': 1, 'synweight': 1}, 'SCL(R)': {'post': 13, 'upstream': 13, 'synweight': 13}, 'SIP(R)': {'post': 28, 'upstream': 28, 'synweight': 28}, 'SNP(R)': {'post': 28, 'upstream': 28, 'synweight': 28}, 'SPS(R)': {'post': 2009, 'pre': 7, 'downstream': 18, 'upstream': 2009, 'synweight': 2027}, 'VES(R)': {'post': 4888, 'pre': 6, 'downstream': 19, 'upstream': 4888, 'synweight': 4907}, 'VLNP(R)': {'post': 2002, 'pre': 2, 'downstream': 8, 'upstream': 2002, 'synweight': 2010}, 'VMNP': {'post': 11579, 'pre': 443, 'downstream': 3556, 'upstream': 11579, 'synweight': 15135}, 'VNC': {'post': 682, 'pre': 2255, 'downstream': 17108, 'upstream': 682, 'synweight': 17790}, 'VNC-unspecified': {'post': 3, 'pre': 5, 'downstream': 18, 'upstream': 3, 'synweight': 21}, 'WED(R)': {'post': 795, 'pre': 1, 'downstream': 3, 'upstream': 795, 'synweight': 798}, 'WTct(UTct-T2)(R)': {'post': 9, 'pre': 17, 'downstream': 90, 'upstream': 9, 'synweight': 99}}",,,0.9463290572166443,3086,xl,48318,DNa02,R,descending_neuron,,,,,,,6253,,10118,10118,,,,acetylcholine,,,DNa02,acetylcholine,10360,DNa02,,acetylcholine,,,,10360,,WEDd1,0.9420250654220581,VFB_jrmc37lz,"['ANm', 'CRE(-ROB)(-RUB)(R)', 'CRE(R)', 'CV', 'CV-unspecified', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(R)', 'GNG', 'GOR(R)', 'HTct(UTct-T3)(R)', 'ICL(R)', 'INP', 'IPS(R)', 'IntTct', 'LAL(-GA)(R)', 'LAL(R)', 'LX(R)', 'LegNp(T1)(R)', 'LegNp(T2)(R)', 'LegNp(T3)(R)', 'NTct(UTct-T1)(R)', 'PENP', 'PLP(R)', 'PVLP(R)', 'SAD', 'SAD(-AMMC)', 'SCL(R)', 'SIP(R)', 'SNP(R)', 'SPS(R)', 'VES(R)', 'VLNP(R)', 'VMNP', 'VNC', 'VNC-unspecified', 'WED(R)', 'WTct(UTct-T2)(R)']","['ANm', 'CV', 'CV-unspecified', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(R)', 'GNG', 'GOR(R)', 'HTct(UTct-T3)(R)', 'IPS(R)', 'IntTct', 'LAL(-GA)(R)', 'LAL(R)', 'LX(R)', 'LegNp(T1)(R)', 'LegNp(T2)(R)', 'LegNp(T3)(R)', 'NTct(UTct-T1)(R)', 'PLP(R)', 'SPS(R)', 'VES(R)', 'VLNP(R)', 'VMNP', 'VNC', 'VNC-unspecified', 'WED(R)', 'WTct(UTct-T2)(R)']"
523769,DNa02_L,DNa02,3167,24527,24134,24527,15678046977,Traced,Prelim Roughly traced,"[61859, 18876, 14052]","{'AL(L)': {'post': 4, 'upstream': 4, 'synweight': 4}, 'AL-VP4(L)': {'post': 1, 'upstream': 1, 'synweight': 1}, 'AL-unspecified(L)': {'post': 3, 'upstream': 3, 'synweight': 3}, 'ANm': {'post': 17, 'pre': 64, 'downstream': 410, 'upstream': 17, 'synweight': 427}, 'CV': {'post': 31, 'pre': 5, 'downstream': 19, 'upstream': 31, 'synweight': 50}, 'CV-unspecified': {'post': 31, 'pre': 5, 'downstream': 19, 'upstream': 31, 'synweight': 50}, 'CentralBrain': {'post': 23756, 'pre': 704, 'downstream': 5623, 'upstream': 23756, 'synweight': 29379}, 'CentralBrain-unspecified': {'post': 563, 'pre': 25, 'downstream': 93, 'upstream': 563, 'synweight': 656}, 'EPA(L)': {'post': 1302, 'pre': 2, 'downstream': 10, 'upstream': 1302, 'synweight': 1312}, 'GNG': {'post': 1593, 'pre': 244, 'downstream': 1997, 'upstream': 1593, 'synweight': 3590}, 'GOR(L)': {'post': 267, 'upstream': 267, 'synweight': 267}, 'HTct(UTct-T3)(L)': {'post': 35, 'pre': 137, 'downstream': 930, 'upstream': 35, 'synweight': 965}, 'ICL(L)': {'post': 166, 'upstream': 166, 'synweight': 166}, 'INP': {'post': 166, 'upstream': 166, 'synweight': 166}, 'IPS(L)': {'post': 2832, 'pre': 404, 'downstream': 3431, 'upstream': 2832, 'synweight': 6263}, 'IntTct': {'post': 62, 'pre': 182, 'downstream': 1383, 'upstream': 62, 'synweight': 1445}, 'LAL(-GA)(L)': {'post': 7960, 'pre': 23, 'downstream': 66, 'upstream': 7960, 'synweight': 8026}, 'LAL(L)': {'post': 7960, 'pre': 23, 'downstream': 66, 'upstream': 7960, 'synweight': 8026}, 'LX(L)': {'post': 7960, 'pre': 23, 'downstream': 66, 'upstream': 7960, 'synweight': 8026}, 'LegNp(T1)(L)': {'post': 246, 'pre': 770, 'downstream': 6031, 'upstream': 246, 'synweight': 6277}, 'LegNp(T2)(L)': {'post': 184, 'pre': 503, 'downstream': 3876, 'upstream': 184, 'synweight': 4060}, 'LegNp(T3)(L)': {'post': 157, 'pre': 578, 'downstream': 4406, 'upstream': 157, 'synweight': 4563}, 'NTct(UTct-T1)(L)': {'post': 21, 'pre': 190, 'downstream': 1292, 'upstream': 21, 'synweight': 1313}, 'PENP': {'post': 19, 'upstream': 19, 'synweight': 19}, 'PLP(L)': {'post': 635, 'upstream': 635, 'synweight': 635}, 'PVLP(L)': {'post': 272, 'upstream': 272, 'synweight': 272}, 'SAD': {'post': 19, 'upstream': 19, 'synweight': 19}, 'SAD(-AMMC)': {'post': 19, 'upstream': 19, 'synweight': 19}, 'SPS(L)': {'post': 1700, 'pre': 3, 'downstream': 8, 'upstream': 1700, 'synweight': 1708}, 'VES(L)': {'post': 5765, 'pre': 3, 'downstream': 18, 'upstream': 5765, 'synweight': 5783}, 'VLNP(L)': {'post': 1585, 'upstream': 1585, 'synweight': 1585}, 'VMNP': {'post': 11866, 'pre': 412, 'downstream': 3467, 'upstream': 11866, 'synweight': 15333}, 'VNC': {'post': 740, 'pre': 2458, 'downstream': 18492, 'upstream': 740, 'synweight': 19232}, 'VNC-unspecified': {'post': 17, 'pre': 30, 'downstream': 159, 'upstream': 17, 'synweight': 176}, 'WED(L)': {'post': 678, 'upstream': 678, 'synweight': 678}, 'WTct(UTct-T2)(L)': {'post': 1, 'pre': 4, 'downstream': 5, 'upstream': 1, 'synweight': 6}}",,,0.9463290572166443,3167,xl,48661,DNa02,L,descending_neuron,,,,,,,6253,,10118,10126,,,,acetylcholine,,,DNa02,acetylcholine,10360,DNa02,,acetylcholine,,,,10360,,WEDd1,0.9505229592323303,VFB_jrmc37m0,"['AL(L)', 'AL-VP4(L)', 'AL-unspecified(L)', 'ANm', 'CV', 'CV-unspecified', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(L)', 'GNG', 'GOR(L)', 'HTct(UTct-T3)(L)', 'ICL(L)', 'INP', 'IPS(L)', 'IntTct', 'LAL(-GA)(L)', 'LAL(L)', 'LX(L)', 'LegNp(T1)(L)', 'LegNp(T2)(L)', 'LegNp(T3)(L)', 'NTct(UTct-T1)(L)', 'PENP', 'PLP(L)', 'PVLP(L)', 'SAD', 'SAD(-AMMC)', 'SPS(L)', 'VES(L)', 'VLNP(L)', 'VMNP', 'VNC', 'VNC-unspecified', 'WED(L)', 'WTct(UTct-T2)(L)']","['ANm', 'CV', 'CV-unspecified', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(L)', 'GNG', 'HTct(UTct-T3)(L)', 'IPS(L)', 'IntTct', 'LAL(-GA)(L)', 'LAL(L)', 'LX(L)', 'LegNp(T1)(L)', 'LegNp(T2)(L)', 'LegNp(T3)(L)', 'NTct(UTct-T1)(L)', 'SPS(L)', 'VES(L)', 'VMNP', 'VNC', 'VNC-unspecified', 'WTct(UTct-T2)(L)']"
