bodyId_pre,bodyId_post,weight,type_pre,type_post,instance_pre,instance_post,status_pre,status_post,cropped_pre,cropped_post,conn_roiInfo,roi_names
10001,800146,70,DNp01,TTMn,DNp01(GF)_R,TTMn_R,Traced,Traced,,,"{'LTct': {'post': 70}, 'VNC': {'post': 70}}","['LTct', 'VNC']"
